302,605.720,1205.206,581.000,389.000
303,605.720,1205.206,581.000,389.000
304,605.720,1205.206,581.000,389.000
305,605.720,1205.206,581.000,389.000
306,605.720,1205.206,581.000,389.000
307,605.720,1205.206,581.000,389.000
308,604.220,1205.206,582.000,389.000
309,605.720,1205.206,581.000,389.000
310,605.720,1203.706,581.000,390.000
311,605.720,1203.706,581.000,390.000
312,605.720,1203.706,581.000,390.000
313,605.720,1203.706,581.000,390.000
314,604.220,1203.706,582.000,390.000
315,605.720,1202.206,581.000,391.000
316,605.720,1200.706,581.000,392.000
317,605.720,1200.706,581.000,392.000
318,605.720,1200.706,581.000,392.000
319,605.720,1200.706,581.000,392.000
320,605.720,1199.206,581.000,393.000
321,605.720,1199.206,581.000,393.000
322,605.720,1199.206,581.000,393.000
323,604.220,1199.206,582.000,393.000
324,602.720,1197.706,583.000,394.000
325,604.220,1197.706,582.000,394.000
326,604.220,1196.206,582.000,395.000
327,604.220,1196.206,582.000,395.000
328,604.220,1196.206,582.000,395.000
329,602.720,1196.206,583.000,395.000
330,602.720,1194.706,583.000,396.000
331,601.220,1193.206,584.000,397.000
332,601.220,1191.706,584.000,398.000
333,601.220,1190.206,584.000,399.000
334,602.720,1188.706,583.000,400.000
335,602.720,1187.206,583.000,401.000
336,602.720,1187.206,583.000,401.000
337,602.720,1185.706,583.000,402.000
338,601.220,1185.706,584.000,402.000
339,599.720,1187.206,585.000,401.000
340,599.720,1187.206,585.000,401.000
341,599.720,1185.706,585.000,402.000
342,599.720,1184.206,585.000,403.000
343,601.220,1182.706,584.000,404.000
